category,살 때(3.75g),팔 때(3.75g)
Mon Jul 15 2024,450000,395000
Sat Jul 13 2024,450000,393000
Fri Jul 12 2024,450000,393000
Thu Jul 11 2024,445000,391000
Wed Jul 10 2024,445000,391000
Tue Jul 09 2024,444000,389000
Mon Jul 08 2024,446000,390000
Sat Jul 06 2024,447000,389000
Fri Jul 05 2024,442000,387000
Thu Jul 04 2024,443000,386000
Wed Jul 03 2024,442000,385000
Tue Jul 02 2024,440000,385000
Mon Jul 01 2024,436000,384000
Sat Jun 29 2024,437000,384000
Fri Jun 28 2024,438000,384000
Thu Jun 27 2024,435000,383000
Wed Jun 26 2024,438000,385000
Tue Jun 25 2024,438000,387000
Mon Jun 24 2024,438000,387000
Sat Jun 22 2024,438000,384000
Fri Jun 21 2024,446000,388000
Thu Jun 20 2024,441000,387000
Wed Jun 19 2024,437000,385000
Tue Jun 18 2024,435000,385000
Mon Jun 17 2024,436000,385000
Sat Jun 15 2024,439000,384000
Fri Jun 14 2024,433000,383000
Thu Jun 13 2024,431000,383000
Wed Jun 12 2024,434000,383000
Tue Jun 11 2024,432000,382000
Mon Jun 10 2024,430000,382000
Sat Jun 08 2024,431000,382000
Fri Jun 07 2024,441000,385000
Thu Jun 06 2024,440000,385000
Wed Jun 05 2024,435000,383000
Tue Jun 04 2024,438000,384000
Mon Jun 03 2024,436000,383000
Sat Jun 01 2024,438000,385000
Fri May 31 2024,439000,385000
Thu May 30 2024,436000,384000
Wed May 29 2024,437000,385000
Tue May 28 2024,435000,385000
Mon May 27 2024,434000,383000
Sat May 25 2024,434000,380000
Fri May 24 2024,435000,380000
Thu May 23 2024,442000,381000
Wed May 22 2024,448000,386000
Tue May 21 2024,449000,389000
Mon May 20 2024,450000,388000
Sat May 18 2024,444000,385000
Fri May 17 2024,438000,384000
Thu May 16 2024,437000,383000
Wed May 15 2024,437000,381000
Tue May 14 2024,434000,381000
Mon May 13 2024,438000,384000
Sat May 11 2024,440000,384000
Fri May 10 2024,437000,383000
Thu May 09 2024,429000,378000
Wed May 08 2024,430000,378000
Tue May 07 2024,429000,376000
Mon May 06 2024,427000,370000
Sat May 04 2024,425000,369000
Fri May 03 2024,428000,373000
Thu May 02 2024,434000,378000
Wed May 01 2024,431000,380000
Tue Apr 30 2024,436000,380000
Mon Apr 29 2024,436000,386000
Sat Apr 27 2024,438000,388000
Fri Apr 26 2024,436000,388000
Thu Apr 25 2024,434000,388000
Wed Apr 24 2024,432000,388000
Tue Apr 23 2024,431000,388000
Mon Apr 22 2024,443000,400000
Sat Apr 20 2024,447000,403000
Fri Apr 19 2024,447000,402000
Thu Apr 18 2024,443000,399000
Wed Apr 17 2024,447000,400000
Tue Apr 16 2024,451000,393000
Mon Apr 15 2024,442000,390000
Sat Apr 13 2024,440000,389000
Fri Apr 12 2024,447000,389000
Thu Apr 11 2024,435000,386000
Wed Apr 10 2024,431000,385000
Tue Apr 09 2024,432000,384000
Mon Apr 08 2024,431000,381000
Sat Apr 06 2024,430000,379000
Fri Apr 05 2024,422000,379000
Thu Apr 04 2024,423000,378000
Wed Apr 03 2024,421000,377000
Tue Apr 02 2024,417000,367000
Mon Apr 01 2024,415000,373000
Sat Mar 30 2024,410000,366000
Fri Mar 29 2024,410000,366000
Thu Mar 28 2024,403000,368000
Wed Mar 27 2024,400000,360000
Tue Mar 26 2024,396000,359000
Mon Mar 25 2024,397000,358000
Sat Mar 23 2024,398000,357000
Fri Mar 22 2024,397000,357000
Thu Mar 21 2024,399000,356000
Wed Mar 20 2024,394000,353000
Tue Mar 19 2024,395000,353000
Mon Mar 18 2024,390000,351000
Sat Mar 16 2024,392000,351000
Fri Mar 15 2024,394000,351000
Thu Mar 14 2024,390000,348000
Wed Mar 13 2024,387000,347000
Tue Mar 12 2024,391000,346000
Mon Mar 11 2024,391000,340000
Sat Mar 09 2024,392000,339000
Fri Mar 08 2024,389000,339000
Thu Mar 07 2024,390000,338000
Wed Mar 06 2024,388000,337000
Tue Mar 05 2024,386000,335000
Mon Mar 04 2024,379000,335000
Sat Mar 02 2024,380000,334000
Fri Mar 01 2024,374000,334000
Thu Feb 29 2024,372000,334000
Wed Feb 28 2024,370000,334000
Tue Feb 27 2024,370000,334000
Mon Feb 26 2024,370000,334000
Sat Feb 24 2024,371000,334000
Fri Feb 23 2024,368000,333000
Thu Feb 22 2024,370000,334000
Wed Feb 21 2024,370000,334000
Tue Feb 20 2024,369000,335000
Mon Feb 19 2024,368000,334000
Sat Feb 17 2024,368000,333000
Fri Feb 16 2024,365000,333000
Thu Feb 15 2024,364000,332000
Wed Feb 14 2024,365000,332000
Tue Feb 13 2024,367000,333000
Mon Feb 12 2024,369000,332000
Sat Feb 10 2024,369000,332000
Fri Feb 09 2024,371000,332000
Thu Feb 08 2024,370000,332000
Wed Feb 07 2024,369000,332000
Tue Feb 06 2024,370000,333000
Mon Feb 05 2024,371000,334000
Sat Feb 03 2024,374000,335000
Fri Feb 02 2024,373000,335000
Thu Feb 01 2024,372000,334000
Wed Jan 31 2024,371000,334000
Tue Jan 30 2024,370000,334000
Mon Jan 29 2024,370000,333000
Sat Jan 27 2024,370000,333000
Fri Jan 26 2024,370000,333000
Thu Jan 25 2024,368000,333000
Wed Jan 24 2024,371000,334000
Tue Jan 23 2024,370000,334000
Mon Jan 22 2024,371000,333000
Sat Jan 20 2024,371000,332000
Fri Jan 19 2024,370000,332000
Thu Jan 18 2024,369000,331000
Wed Jan 17 2024,373000,333000
Tue Jan 16 2024,373000,332000
Mon Jan 15 2024,371000,329000
Sat Jan 13 2024,369000,327000
Fri Jan 12 2024,366000,325000
Thu Jan 11 2024,366000,324000
Wed Jan 10 2024,367000,324000
Tue Jan 09 2024,365000,323000
Mon Jan 08 2024,368000,323000
Sat Jan 06 2024,368000,322000
Fri Jan 05 2024,367000,321000
Thu Jan 04 2024,367000,320000
Wed Jan 03 2024,369000,322000
Tue Jan 02 2024,366000,321000
Sat Dec 30 2023,367000,320000
Fri Dec 29 2023,365000,320000
Thu Dec 28 2023,368000,321000
Wed Dec 27 2023,366000,320000
Tue Dec 26 2023,365000,320000
Sat Dec 23 2023,365000,319000
Fri Dec 22 2023,365000,319000
Thu Dec 21 2023,363000,318000
Wed Dec 20 2023,363000,317000
Tue Dec 19 2023,363000,317000
Mon Dec 18 2023,360000,316000
Sat Dec 16 2023,360000,316000
Fri Dec 15 2023,360000,316000
Thu Dec 14 2023,361000,316000
Wed Dec 13 2023,357000,315000
Tue Dec 12 2023,358000,315000
Mon Dec 11 2023,362000,316000
Sat Dec 09 2023,362000,316000
Fri Dec 08 2023,364000,317000
Thu Dec 07 2023,366000,317000
Wed Dec 06 2023,363000,316000
Tue Dec 05 2023,365000,317000
Mon Dec 04 2023,371000,319000
Sat Dec 02 2023,367000,317000
Fri Dec 01 2023,365000,316000
Thu Nov 30 2023,363000,316000
Wed Nov 29 2023,361000,316000
Tue Nov 28 2023,357000,315000
Mon Nov 27 2023,360000,315000
Sat Nov 25 2023,358000,315000
Fri Nov 24 2023,358000,315000
Thu Nov 23 2023,355000,315000
Wed Nov 22 2023,355000,315000
Tue Nov 21 2023,352000,314000
Mon Nov 20 2023,350000,314000
Sat Nov 18 2023,352000,314000
Fri Nov 17 2023,353000,314000
Thu Nov 16 2023,351000,313000
Wed Nov 15 2023,351000,313000
Tue Nov 14 2023,390000,348000
Mon Nov 13 2023,351000,313000
Sat Nov 11 2023,350000,313000
Fri Nov 10 2023,354000,314000
Thu Nov 09 2023,349000,313000
Wed Nov 08 2023,354000,314000
Tue Nov 07 2023,354000,313000
Mon Nov 06 2023,354000,313000
Sat Nov 04 2023,358000,314000
Fri Nov 03 2023,359000,314000
Thu Nov 02 2023,365000,315000
Wed Nov 01 2023,368000,316000
Tue Oct 31 2023,368000,316000
Mon Oct 30 2023,370000,318000
Sat Oct 28 2023,373000,318000
Fri Oct 27 2023,367000,316000
Thu Oct 26 2023,369000,316000
Wed Oct 25 2023,364000,314000
Tue Oct 24 2023,363000,314000
Mon Oct 23 2023,366000,315000
Sat Oct 21 2023,366000,315000
Fri Oct 20 2023,366000,315000
Thu Oct 19 2023,363000,314000
Wed Oct 18 2023,358000,314000
Tue Oct 17 2023,355000,314000
Mon Oct 16 2023,355000,314000
Sat Oct 14 2023,359000,312000
Fri Oct 13 2023,347000,311000
Thu Oct 12 2023,345000,310000
Wed Oct 11 2023,342000,309000
Tue Oct 10 2023,344000,309000
Mon Oct 09 2023,339000,308000
Sat Oct 07 2023,339000,307000
Fri Oct 06 2023,337000,306000
Thu Oct 05 2023,339000,307000
Wed Oct 04 2023,341000,306000
Tue Oct 03 2023,340000,306000
Mon Oct 02 2023,343000,308000
Sat Sep 30 2023,343000,308000
Fri Sep 29 2023,346000,310000
Thu Sep 28 2023,349000,311000
Wed Sep 27 2023,352000,313000
Tue Sep 26 2023,354000,313000
Mon Sep 25 2023,353000,313000
Sat Sep 23 2023,353000,314000
Fri Sep 22 2023,353000,314000
Thu Sep 21 2023,355000,315000
Wed Sep 20 2023,352000,314000
Tue Sep 19 2023,352000,313000
Mon Sep 18 2023,350000,313000
Sat Sep 16 2023,351000,312000
Fri Sep 15 2023,349000,311000
Thu Sep 14 2023,349000,310000
Wed Sep 13 2023,348000,310000
Tue Sep 12 2023,350000,311000
Mon Sep 11 2023,351000,312000
Sat Sep 09 2023,352000,312000
Fri Sep 08 2023,352000,312000
Thu Sep 07 2023,351500,312000
Wed Sep 06 2023,353000,312000
Tue Sep 05 2023,352000,311000
Mon Sep 04 2023,352000,311000
Sat Sep 02 2023,352000,311000
Fri Sep 01 2023,351000,311000
Thu Aug 31 2023,353000,312000
Wed Aug 30 2023,352000,311000
Tue Aug 29 2023,349000,310000
Mon Aug 28 2023,348000,309000
Sat Aug 26 2023,349000,309000
Fri Aug 25 2023,348000,310000
Thu Aug 24 2023,349000,310000
Wed Aug 23 2023,349000,309000
Tue Aug 22 2023,349000,309000
Mon Aug 21 2023,348000,308000
Sat Aug 19 2023,348000,307000
Fri Aug 18 2023,347000,307000
Thu Aug 17 2023,349000,308000
Wed Aug 16 2023,350000,308000
Tue Aug 15 2023,349000,307000
Mon Aug 14 2023,349000,307000
Sat Aug 12 2023,349500,307000
Fri Aug 11 2023,348500,306000
Thu Aug 10 2023,347000,306000
Wed Aug 09 2023,349000,308000
Tue Aug 08 2023,348000,308000
Mon Aug 07 2023,349000,308000
Sat Aug 05 2023,348000,308000
Fri Aug 04 2023,345000,308000
Thu Aug 03 2023,345000,308000
Wed Aug 02 2023,346500,308000
Tue Aug 01 2023,345000,308000
Mon Jul 31 2023,343000,307000
Sat Jul 29 2023,343000,306000
Fri Jul 28 2023,343500,306000
Thu Jul 27 2023,347000,307000
Wed Jul 26 2023,345000,308000
Tue Jul 25 2023,345000,309000
Mon Jul 24 2023,346000,310000
Sat Jul 22 2023,347000,310000
Fri Jul 21 2023,346500,310000
Thu Jul 20 2023,346500,308000
Wed Jul 19 2023,344000,308000
Tue Jul 18 2023,340000,307000
Mon Jul 17 2023,340500,305000
Sat Jul 15 2023,341000,305000
Fri Jul 14 2023,340500,305000
Thu Jul 13 2023,343000,306000
Wed Jul 12 2023,344000,305000
Tue Jul 11 2023,344500,304000
Mon Jul 10 2023,344500,304500
Sat Jul 08 2023,344000,304000
Fri Jul 07 2023,344000,304000
Thu Jul 06 2023,344000,304000
Wed Jul 05 2023,344000,304000
Tue Jul 04 2023,344000,299000
Mon Jul 03 2023,346000,302000
Sat Jul 01 2023,347000,302000
Fri Jun 30 2023,346000,302000
Thu Jun 29 2023,344000,300000
Wed Jun 28 2023,344000,299000
Tue Jun 27 2023,344000,301000
Mon Jun 26 2023,346000,301000
Sat Jun 24 2023,345500,301000
Fri Jun 23 2023,344500,299000
Thu Jun 22 2023,342500,299000
Wed Jun 21 2023,344500,299000
Tue Jun 20 2023,344000,300000
Mon Jun 19 2023,344500,300000
Sat Jun 17 2023,344000,298000
Fri Jun 16 2023,343500,296000
Thu Jun 15 2023,341000,295000
Wed Jun 14 2023,342000,295000
Tue Jun 13 2023,344000,298000
Mon Jun 12 2023,347000,301000
Sat Jun 10 2023,347000,301000
Fri Jun 09 2023,349000,304000
Thu Jun 08 2023,348500,304000
Wed Jun 07 2023,351000,302000
Tue Jun 06 2023,350500,303000
Mon Jun 05 2023,351000,303000
Sat Jun 03 2023,350000,303000
Fri Jun 02 2023,356000,307000
Thu Jun 01 2023,356000,307000
Wed May 31 2023,356000,306000
Tue May 30 2023,352000,305000
Mon May 29 2023,353000,306000
Sat May 27 2023,354000,306000
Fri May 26 2023,354000,306000
Thu May 25 2023,356000,307000
Wed May 24 2023,357000,309000
Tue May 23 2023,354000,307000
Mon May 22 2023,356500,310000
Sat May 20 2023,359000,310000
Fri May 19 2023,357500,310000
Thu May 18 2023,363000,313000
Wed May 17 2023,365500,313000
Tue May 16 2023,367500,314000
Mon May 15 2023,368000,314000
Sat May 13 2023,369000,314000
Fri May 12 2023,367000,313000
Thu May 11 2023,368000,313000
Wed May 10 2023,368500,314000
Tue May 09 2023,366000,311000
Mon May 08 2023,365500,311000
Sat May 06 2023,365000,309000
Fri May 05 2023,370000,313000
Thu May 04 2023,370000,313000
Wed May 03 2023,369500,313000
Tue May 02 2023,364000,309000
Mon May 01 2023,364000,309000
Sat Apr 29 2023,364500,309000
Fri Apr 28 2023,364000,309000
Thu Apr 27 2023,366500,310000
Wed Apr 26 2023,366500,310000
Tue Apr 25 2023,365000,308000
Mon Apr 24 2023,361000,307000
Sat Apr 22 2023,362000,307000
Fri Apr 21 2023,363500,307000
Thu Apr 20 2023,363000,308000
Wed Apr 19 2023,362000,307000
Tue Apr 18 2023,360500,306000
Mon Apr 17 2023,360000,305000
Sat Apr 15 2023,359000,302000
Fri Apr 14 2023,364000,306000
Thu Apr 13 2023,363000,305000
Wed Apr 12 2023,365000,306000
Tue Apr 11 2023,361500,304000
Mon Apr 10 2023,360000,305000
Sat Apr 08 2023,362000,306000
Fri Apr 07 2023,363000,306000
Thu Apr 06 2023,363000,306000
Wed Apr 05 2023,362000,306000
Tue Apr 04 2023,355000,304000
Mon Apr 03 2023,353000,302000
Sat Apr 01 2023,353000,302000
Fri Mar 31 2023,353500,301000
Thu Mar 30 2023,350000,301000
Wed Mar 29 2023,351000,300000
Tue Mar 28 2023,349000,299000
Mon Mar 27 2023,351500,301000
Sat Mar 25 2023,351500,301000
Fri Mar 24 2023,352500,300000
Thu Mar 23 2023,347500,297000
Wed Mar 22 2023,348000,298000
Tue Mar 21 2023,354000,301000
Mon Mar 20 2023,361000,301000
Sat Mar 18 2023,357000,299000
Fri Mar 17 2023,345000,296000
Thu Mar 16 2023,345000,296000
Wed Mar 15 2023,341500,294000
Tue Mar 14 2023,342000,294000
Mon Mar 13 2023,338000,293000
Sat Mar 11 2023,339000,293000
Fri Mar 10 2023,334000,293000
Thu Mar 09 2023,330000,291000
Wed Mar 08 2023,329000,289000
Tue Mar 07 2023,330000,290000
Mon Mar 06 2023,330500,290000
Sat Mar 04 2023,331000,290000
Fri Mar 03 2023,331000,290000
Thu Mar 02 2023,330500,290000
Wed Mar 01 2023,332000,291000
Tue Feb 28 2023,329500,291000
Mon Feb 27 2023,328500,290000
Sat Feb 25 2023,328000,290000
Fri Feb 24 2023,326500,289000
Thu Feb 23 2023,327500,291000
Wed Feb 22 2023,330000,293000
Tue Feb 21 2023,328000,293000
Mon Feb 20 2023,328500,293500
Sat Feb 18 2023,328500,293500
Fri Feb 17 2023,326500,293000
Thu Feb 16 2023,326000,293000
Wed Feb 15 2023,326000,294000
Tue Feb 14 2023,325500,294000
Mon Feb 13 2023,327500,294000
Sat Feb 11 2023,326000,294000
Fri Feb 10 2023,324500,294000
Thu Feb 09 2023,326500,296000
Wed Feb 08 2023,326500,295500
Tue Feb 07 2023,326000,295500
Mon Feb 06 2023,323000,294500
Sat Feb 04 2023,322500,294000
Fri Feb 03 2023,324000,295000
Thu Feb 02 2023,330000,296000
Wed Feb 01 2023,327000,296000
Tue Jan 31 2023,326000,296000
Mon Jan 30 2023,326500,296000
Sat Jan 28 2023,328000,296000
Fri Jan 27 2023,327000,296000
Thu Jan 26 2023,330000,297000
Wed Jan 25 2023,329000,297000
Tue Jan 24 2023,329000,296000
Sat Jan 21 2023,328000,296000
Fri Jan 20 2023,327000,296000
Thu Jan 19 2023,325000,295000
Wed Jan 18 2023,325000,295000
Tue Jan 17 2023,327000,296000
Mon Jan 16 2023,327500,297000
Sat Jan 14 2023,328500,297000
Fri Jan 13 2023,325000,297000
Thu Jan 12 2023,323000,297000
Wed Jan 11 2023,323000,296500
Tue Jan 10 2023,321000,294500
Mon Jan 09 2023,323000,294000
Sat Jan 07 2023,326500,294000
Fri Jan 06 2023,321500,293000
Thu Jan 05 2023,324500,293500
Wed Jan 04 2023,325500,291500
Tue Jan 03 2023,324500,289500
Mon Jan 02 2023,320500,289000
Sat Dec 31 2022,319000,288000
Fri Dec 30 2022,317500,288000
Thu Dec 29 2022,316500,287500
Wed Dec 28 2022,318000,288000
Tue Dec 27 2022,317000,287500
Mon Dec 26 2022,318500,287000
Sat Dec 24 2022,318500,286000
Fri Dec 23 2022,318000,286000
Thu Dec 22 2022,320500,287000
Wed Dec 21 2022,322500,287500
Tue Dec 20 2022,321000,287500
Mon Dec 19 2022,323000,287000
Sat Dec 17 2022,324000,288000
Fri Dec 16 2022,321500,288000
Thu Dec 15 2022,323500,287500
Wed Dec 14 2022,323500,288000
Tue Dec 13 2022,321500,286500
Mon Dec 12 2022,322500,287500
Sat Dec 10 2022,323500,287500
Fri Dec 09 2022,324500,288000
Thu Dec 08 2022,325000,288000
Wed Dec 07 2022,323000,287500
Tue Dec 06 2022,322500,286500
Mon Dec 05 2022,321500,287000
Sat Dec 03 2022,323500,287000
Fri Dec 02 2022,322000,288000
Thu Dec 01 2022,320500,286000
Wed Nov 30 2022,319500,287000
Tue Nov 29 2022,321000,289000
Mon Nov 28 2022,323500,290000
Sat Nov 26 2022,324000,290000
Fri Nov 25 2022,320500,289500
Thu Nov 24 2022,322000,290000
Wed Nov 23 2022,324000,291000
Tue Nov 22 2022,325500,291500
Mon Nov 21 2022,326000,291000
Sat Nov 19 2022,324000,291000
Fri Nov 18 2022,325500,292000
Thu Nov 17 2022,325500,293500
Wed Nov 16 2022,324000,292500
Tue Nov 15 2022,323000,292000
Mon Nov 14 2022,323000,291000
Sat Nov 12 2022,322000,292000
Fri Nov 11 2022,320500,292000
Thu Nov 10 2022,324000,292000
Wed Nov 09 2022,321500,291500
Tue Nov 08 2022,319500,291000
Mon Nov 07 2022,323500,293000
Sat Nov 05 2022,328000,292000
Fri Nov 04 2022,322000,291000
Thu Nov 03 2022,322000,292000
Wed Nov 02 2022,322500,293500
Tue Nov 01 2022,322500,293500
Mon Oct 31 2022,322000,294000
Sat Oct 29 2022,323500,295000
Fri Oct 28 2022,326000,295000
Thu Oct 27 2022,326000,296000
Wed Oct 26 2022,326500,296000
Tue Oct 25 2022,326000,297000
Mon Oct 24 2022,329000,297500
Sat Oct 22 2022,329500,296500
Fri Oct 21 2022,323000,296000
Thu Oct 20 2022,322000,296000
Wed Oct 19 2022,323000,296500
Tue Oct 18 2022,326500,296500
Mon Oct 17 2022,327500,297000
Sat Oct 15 2022,327000,297000
Fri Oct 14 2022,329500,297500
Thu Oct 13 2022,329500,296500
Wed Oct 12 2022,328000,296000
Tue Oct 11 2022,330000,296500
Mon Oct 10 2022,332000,297500
Sat Oct 08 2022,332000,297000
Fri Oct 07 2022,333000,297000
Thu Oct 06 2022,333000,297500
Wed Oct 05 2022,335500,298500
Tue Oct 04 2022,334500,298000
Sat Oct 01 2022,332000,297500
Fri Sep 30 2022,329500,297500
Thu Sep 29 2022,327500,297000
Wed Sep 28 2022,323000,296000
Tue Sep 27 2022,322000,296000
Mon Sep 26 2022,324000,296500
Sat Sep 24 2022,324000,297000
Fri Sep 23 2022,325500,297500
Thu Sep 22 2022,322500,297000
Wed Sep 21 2022,322000,296000
Tue Sep 20 2022,322000,296500
Mon Sep 19 2022,321500,296500
Sat Sep 17 2022,322000,296500
Fri Sep 16 2022,321000,296500
Thu Sep 15 2022,325500,297500
Wed Sep 14 2022,327500,298000
Tue Sep 13 2022,327500,298000
Thu Sep 08 2022,328000,299000
Wed Sep 07 2022,325500,298500
Tue Sep 06 2022,326000,298500
Mon Sep 05 2022,323500,298000
Sat Sep 03 2022,323000,297500
Fri Sep 02 2022,321000,297000
Thu Sep 01 2022,319000,296500
Wed Aug 31 2022,320500,296000
Tue Aug 30 2022,323500,296500
Mon Aug 29 2022,322500,296000
Sat Aug 27 2022,323000,296500
Fri Aug 26 2022,324000,298000
Thu Aug 25 2022,324000,298500
Wed Aug 24 2022,325000,298500
Tue Aug 23 2022,322000,297500
Mon Aug 22 2022,323000,298000
Sat Aug 20 2022,323000,298000
Fri Aug 19 2022,322000,298000
Thu Aug 18 2022,322000,297500
Wed Aug 17 2022,322000,297500
Tue Aug 16 2022,323000,296500
Mon Aug 15 2022,325000,296500
Sat Aug 13 2022,325000,296500
Fri Aug 12 2022,322000,296000
Thu Aug 11 2022,321500,296000
Wed Aug 10 2022,324000,297000
Tue Aug 09 2022,322000,296000
Mon Aug 08 2022,320000,295500
Sat Aug 06 2022,320500,296000
Fri Aug 05 2022,322000,296500
Thu Aug 04 2022,320500,296000
Wed Aug 03 2022,320000,296000
Tue Aug 02 2022,321000,296500
Mon Aug 01 2022,319000,295000
Sat Jul 30 2022,320000,296000
Fri Jul 29 2022,317000,295000
Thu Jul 28 2022,313500,293000
Wed Jul 27 2022,312000,292500
Tue Jul 26 2022,313000,292500
Mon Jul 25 2022,313000,293500
Sat Jul 23 2022,314000,293500
Fri Jul 22 2022,313000,293500
Thu Jul 21 2022,307500,292500
Wed Jul 20 2022,311000,293500
Tue Jul 19 2022,311000,294500
Mon Jul 18 2022,313000,295500
Sat Jul 16 2022,314000,295000
Fri Jul 15 2022,313500,295000
Thu Jul 14 2022,314000,295500
Wed Jul 13 2022,313000,295000
Tue Jul 12 2022,315000,295500
Mon Jul 11 2022,314000,295000
Sat Jul 09 2022,314000,294000
Fri Jul 08 2022,314000,294000
Thu Jul 07 2022,315000,296500
Wed Jul 06 2022,321000,298500
Tue Jul 05 2022,325000,299500
Mon Jul 04 2022,324500,299000
Sat Jul 02 2022,325000,299000
Fri Jul 01 2022,323000,299000
Thu Jun 30 2022,326000,299000
Wed Jun 29 2022,326000,298000
Tue Jun 28 2022,325000,297000
Mon Jun 27 2022,326000,298500
Sat Jun 25 2022,327000,298500
Fri Jun 24 2022,327000,298500
Thu Jun 23 2022,331000,298000
Wed Jun 22 2022,329000,298000
Tue Jun 21 2022,328000,298000
Mon Jun 20 2022,328000,301000
Sat Jun 18 2022,329000,301000
Fri Jun 17 2022,328500,301000
Thu Jun 16 2022,326000,300000
Wed Jun 15 2022,324000,299500
Tue Jun 14 2022,325000,299500
Mon Jun 13 2022,331000,300000
Sat Jun 11 2022,331000,299000
Fri Jun 10 2022,324000,296500
Thu Jun 09 2022,320500,295500
Wed Jun 08 2022,318500,294500
Tue Jun 07 2022,318000,294500
Mon Jun 06 2022,318000,294500
Sat Jun 04 2022,317000,294500
Fri Jun 03 2022,318500,294500
Thu Jun 02 2022,317500,293500
Wed Jun 01 2022,314000,292500
Tue May 31 2022,316000,292500
Mon May 30 2022,317000,293000
Sat May 28 2022,319000,293500
Fri May 27 2022,319000,294000
Thu May 26 2022,321000,294000
Wed May 25 2022,322000,294000
Tue May 24 2022,322000,294000
Mon May 23 2022,322000,294000
Sat May 21 2022,323000,293500
Fri May 20 2022,322000,293500
Thu May 19 2022,319500,293000
Wed May 18 2022,317000,292500
Tue May 17 2022,321000,292500
Mon May 16 2022,319000,292000
Sat May 14 2022,320500,292000
Fri May 13 2022,322000,293500
Thu May 12 2022,327000,293500
Wed May 11 2022,324000,292500
Tue May 10 2022,326000,293500
Mon May 09 2022,327500,293500
Sat May 07 2022,327500,292500
Fri May 06 2022,327000,292500
Thu May 05 2022,328000,293000
Wed May 04 2022,325000,292000
Tue May 03 2022,325000,292000
Mon May 02 2022,327000,292000
Sat Apr 30 2022,328000,292000
Fri Apr 29 2022,330000,292000
Thu Apr 28 2022,327000,291000
Wed Apr 27 2022,328000,291000
Tue Apr 26 2022,327000,290500
Mon Apr 25 2022,328000,289500
Sat Apr 23 2022,329000,291000
Fri Apr 22 2022,331000,291000
Thu Apr 21 2022,330000,290500
Wed Apr 20 2022,328500,289500
Tue Apr 19 2022,334500,292000
Mon Apr 18 2022,335000,292000
Sat Apr 16 2022,331500,290500
Fri Apr 15 2022,331500,290500
Thu Apr 14 2022,330500,290500
Wed Apr 13 2022,330000,290500
Tue Apr 12 2022,331000,290000
Mon Apr 11 2022,330000,288500
Sat Apr 09 2022,327000,289000
Fri Apr 08 2022,323000,288500
Thu Apr 07 2022,320500,288000
Wed Apr 06 2022,320500,287500
Tue Apr 05 2022,320000,287000
Mon Apr 04 2022,321000,287000
Sat Apr 02 2022,323000,287000
Fri Apr 01 2022,322000,287000
Thu Mar 31 2022,319000,286000
Wed Mar 30 2022,319000,285000
Tue Mar 29 2022,322000,284000
Mon Mar 28 2022,325000,285000
Sat Mar 26 2022,328000,286000
Fri Mar 25 2022,325000,286000
Thu Mar 24 2022,323000,285000
Wed Mar 23 2022,321000,284000
Tue Mar 22 2022,322000,285000
Mon Mar 21 2022,319000,284000
Sat Mar 19 2022,319000,284000
Fri Mar 18 2022,320500,285000
Thu Mar 17 2022,322000,285000
Wed Mar 16 2022,325000,285000
Tue Mar 15 2022,330000,287500
Mon Mar 14 2022,332000,288000
Sat Mar 12 2022,334000,288500
Fri Mar 11 2022,333000,288500
Thu Mar 10 2022,332500,288000
Wed Mar 09 2022,345900,292000
Tue Mar 08 2022,335100,289500
Mon Mar 07 2022,334400,289500
Sat Mar 05 2022,328700,287500
Fri Mar 04 2022,321200,287000
Thu Mar 03 2022,318300,287500
Wed Mar 02 2022,319400,288500
Mon Feb 28 2022,315900,287500
Sat Feb 26 2022,310600,287500
Fri Feb 25 2022,314800,288000
Thu Feb 24 2022,313100,287500
Wed Feb 23 2022,310400,287000
Tue Feb 22 2022,312800,287500
Mon Feb 21 2022,311500,288000
Sat Feb 19 2022,311000,288000
Fri Feb 18 2022,311000,289000
Thu Feb 17 2022,307100,288500
Wed Feb 16 2022,304200,288000
Tue Feb 15 2022,307600,288500
Mon Feb 14 2022,305700,287500
Sat Feb 12 2022,302000,286500
Fri Feb 11 2022,301200,286000
Thu Feb 10 2022,300500,286000
Wed Feb 09 2022,300000,285500
Tue Feb 08 2022,299500,285500
Mon Feb 07 2022,297900,285000
Sat Feb 05 2022,297400,285000
Fri Feb 04 2022,297900,285000
Thu Feb 03 2022,299200,285000
Sat Jan 29 2022,297700,284500
Fri Jan 28 2022,297700,284000
Thu Jan 27 2022,300000,284500
Wed Jan 26 2022,303600,286500
Tue Jan 25 2022,302800,286500
Mon Jan 24 2022,301300,286000
Sat Jan 22 2022,301300,286000
Fri Jan 21 2022,301300,286000
Thu Jan 20 2022,300600,285500
Wed Jan 19 2022,297000,284000
Tue Jan 18 2022,297400,284000
Mon Jan 17 2022,297400,284000
Sat Jan 15 2022,298100,284000
Fri Jan 14 2022,298100,285000
Thu Jan 13 2022,298100,285000
Wed Jan 12 2022,298100,285000
Tue Jan 11 2022,296800,284000
Mon Jan 10 2022,295900,283500
Sat Jan 08 2022,296500,284000
Fri Jan 07 2022,295900,283500
Thu Jan 06 2022,298800,284500
Wed Jan 05 2022,299100,284500
Tue Jan 04 2022,297000,283500
Mon Jan 03 2022,299800,285000
Sat Jan 01 2022,298500,285000
Fri Dec 31 2021,297400,284000
Thu Dec 30 2021,294400,283000
